Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Loan Amount,Loan Amount Reliability,Loan Amount Privacy,Loan Amount Volitionality,Loan Amount Causes Outcome,Loan Amount Causes Cycle,Loan Amount Causes Disparity,Loan Amount Caused by Group,Income,Income Reliability,Income Privacy,Income Volitionality,Income Causes Outcome,Income Causes Cycle,Income Causes Disparity,Income Caused by Group,Age,Age Reliability,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family,Marital and Family Reliability,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Dependents,Dependents Reliability,Dependents Privacy,Dependents Volitionality,Dependents Causes Outcome,Dependents Causes Cycle,Dependents Causes Disparity,Dependents Caused by Group,Education,Education Reliability,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Employment,Employment Reliability,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit,Credit Reliability,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Property,Property Reliability,Property Privacy,Property Volitionality,Property Causes Outcome,Property Causes Cycle,Property Causes Disparity,Property Caused by Group
1502,968,18-29,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,loan,fairness first,Fair,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Fair,Agree,Agree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Disagree,Somewhat Fair,Agree,Somewhat Disagree,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Unfair,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Somewhat Unfair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Disagree,Disagree,Somewhat Fair,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Unfair,Agree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Agree,Neutral,Neutral,Fair,Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Fair,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
1503,885,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,fairness first,Very Fair,Strongly Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Disagree,Very Fair,Strongly Agree,Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Somewhat Fair,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Very Unfair,Strongly Disagree,Agree,Somewhat Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Very Fair,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Disagree
1504,1888,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,fairness first,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1505,427,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,fairness first,Very Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Fair,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Fair,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Very Fair,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Fair,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Fair,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
1506,889,40-49,Bachelor,Male,,25000-50000,false,false,false,true,false,,loan,fairness first,Somewhat Unfair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,,Strongly Agree,Agree,Somewhat Unfair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Unfair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Unfair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Unfair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Unfair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Unfair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
1507,1054,30-39,Bachelor,Female,,<25000,false,true,false,false,false,,loan,fairness first,Somewhat Unfair,Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Agree,Very Fair,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Unfair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree
1508,2280,30-39,Bachelor,Male,,75000-100000,false,true,false,false,false,,loan,properties first,Neutral,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Neutral,Fair,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Unfair,Neutral,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Unfair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral
1509,1328,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,loan,properties first,Fair,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Very Fair,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Agree,Very Fair,Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Very Fair,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Fair,Agree,Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree
1510,2332,50-59,High School,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Very Fair,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Unfair,Agree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Very Unfair,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Somewhat Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Fair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree
1511,374,18-29,High School,Male,,50000-75000,false,false,true,false,false,,loan,fairness first,Neutral,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Very Fair,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
1512,1664,40-49,Bachelor,Male,,25000-50000,false,false,false,true,false,,loan,properties first,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Very Unfair,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Unfair,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Unfair,Agree,Strongly Agree,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Disagree,Neutral,Fair,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Somewhat Agree,Unfair,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Somewhat Agree
1513,314,18-29,Associate or Diploma,Male,,75000-100000,false,false,false,true,false,,loan,properties first,Fair,Strongly Disagree,Disagree,Neutral,,Somewhat Disagree,Somewhat Agree,Agree,Unfair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Fair,Agree,Strongly Agree,Agree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Very Unfair,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Strongly Disagree,Somewhat Unfair,Agree,Strongly Agree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Fair,Neutral,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Agree,Very Fair,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Unfair,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Very Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Neutral,Somewhat Disagree,Disagree,Fair,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Strongly Agree
1514,1811,30-39,Bachelor,Male,,25000-50000,false,false,false,true,false,,loan,properties first,Somewhat Fair,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Unfair,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Unfair,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Disagree
1515,2593,30-39,Bachelor,Male,,50000-75000,false,true,false,false,false,,loan,fairness first,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,,Agree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Neutral,Agree,Strongly Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Unfair,Neutral,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Very Fair,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Strongly Agree,Agree,Somewhat Unfair,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Fair,Somewhat Agree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Unfair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Fair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral
1516,1015,30-39,Associate or Diploma,Female,,25000-50000,false,false,false,false,false,Mixed race,loan,properties first,Very Fair,Agree,Neutral,Agree,Agree,Somewhat Disagree,Disagree,Disagree,Very Fair,Somewhat Agree,Somewhat Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Somewhat Unfair,Agree,Disagree,Disagree,Neutral,Somewhat Agree,Agree,Disagree,Very Unfair,Agree,Disagree,Disagree,Disagree,Somewhat Agree,Agree,Agree,Unfair,Agree,Disagree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Fair,Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Disagree,Somewhat Agree,Very Fair,Agree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Fair,Agree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Fair,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Disagree,Disagree
1517,1522,40-49,High School,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Very Fair,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Agree,Very Fair,Strongly Agree,Disagree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Fair,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,,Agree,Strongly Agree,Neutral,Neutral,Agree,Fair,Agree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Fair,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Very Fair,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Very Fair,Strongly Agree,Disagree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Fair,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral
1518,1532,18-29,Bachelor,Male,,25000-50000,false,false,true,false,false,,loan,fairness first,Very Fair,Strongly Agree,Neutral,Somewhat Disagree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Very Fair,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Somewhat Unfair,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Very Unfair,Disagree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Somewhat Disagree,Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Agree,Neutral,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Fair,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Somewhat Disagree,Strongly Disagree,Somewhat Fair,Agree,Disagree,Somewhat Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Fair,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1519,1807,18-29,High School,Female,,50000-75000,false,false,true,false,false,,loan,fairness first,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Very Unfair,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Very Unfair,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Very Unfair,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree
1520,2192,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,properties first,Somewhat Fair,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Neutral,Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Fair,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree
1521,1932,30-39,Bachelor,Female,,<25000,false,false,false,false,true,,loan,fairness first,Very Fair,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Very Fair,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Somewhat Fair,Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Agree,Agree,Strongly Disagree,Very Unfair,Agree,Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Somewhat Fair,Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Disagree,Disagree,Fair,Agree,Somewhat Disagree,Agree,Agree,Disagree,Disagree,Disagree,Somewhat Fair,Agree,Disagree,Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Very Fair,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Very Fair,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Very Fair,Agree,Somewhat Agree,Agree,Agree,Disagree,Disagree,Disagree
1522,2840,30-39,Bachelor,Male,,25000-50000,false,false,false,true,false,,loan,fairness first,Somewhat Unfair,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Unfair,Disagree,,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Unfair,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Unfair,Somewhat Disagree,Disagree,Neutral,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Neutral,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Unfair,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Unfair,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Fair,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
1523,2445,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,properties first,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree
