Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Current Charges,Current Charges Reliability,Current Charges Privacy,Current Charges Volitionality,Current Charges Causes Outcome,Current Charges Causes Cycle,Current Charges Causes Disparity,Current Charges Caused by Group,Criminal History,Criminal History Reliability,Criminal History Privacy,Criminal History Volitionality,Criminal History Causes Outcome,Criminal History Causes Cycle,Criminal History Causes Disparity,Criminal History Caused by Group,Substance Abuse,Substance Abuse Reliability,Substance Abuse Privacy,Substance Abuse Volitionality,Substance Abuse Causes Outcome,Substance Abuse Causes Cycle,Substance Abuse Causes Disparity,Substance Abuse Caused by Group,Employment and Living,Employment and Living Reliability,Employment and Living Privacy,Employment and Living Volitionality,Employment and Living Causes Outcome,Employment and Living Causes Cycle,Employment and Living Causes Disparity,Employment and Living Caused by Group,Personality,Personality Reliability,Personality Privacy,Personality Volitionality,Personality Causes Outcome,Personality Causes Cycle,Personality Causes Disparity,Personality Caused by Group,Criminal Attitudes,Criminal Attitudes Reliability,Criminal Attitudes Privacy,Criminal Attitudes Volitionality,Criminal Attitudes Causes Outcome,Criminal Attitudes Causes Cycle,Criminal Attitudes Causes Disparity,Criminal Attitudes Caused by Group,Neighbourhood,Neighbourhood Reliability,Neighbourhood Privacy,Neighbourhood Volitionality,Neighbourhood Causes Outcome,Neighbourhood Causes Cycle,Neighbourhood Causes Disparity,Neighbourhood Caused by Group,Friends and Family,Friends and Family Reliability,Friends and Family Privacy,Friends and Family Volitionality,Friends and Family Causes Outcome,Friends and Family Causes Cycle,Friends and Family Causes Disparity,Friends and Family Caused by Group,Social Life,Social Life Reliability,Social Life Privacy,Social Life Volitionality,Social Life Causes Outcome,Social Life Causes Cycle,Social Life Causes Disparity,Social Life Caused by Group,Education,Education Reliability,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group
1103,2674,40-49,High School,Male,,<25000,true,false,true,false,false,,rec,fairness first,Very Fair,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Fair,Agree,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Fair,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Fair,Agree,Disagree,Agree,Somewhat Agree,Neutral,Neutral,Agree,Very Fair,Agree,Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,Fair,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Fair,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Agree
1104,618,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Very Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Disagree,Disagree,Disagree,Fair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Fair,Disagree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Unfair,Somewhat Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Unfair,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Unfair,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Neutral,Unfair,Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree
1105,1728,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Somewhat Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Fair,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Very Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree
1106,2727,40-49,High School,Male,,<25000,false,false,false,true,false,,rec,properties first,Very Fair,Somewhat Agree,Agree,Disagree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Fair,Somewhat Agree,Agree,Strongly Disagree,Agree,Agree,Neutral,Strongly Disagree,Somewhat Fair,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Fair,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Very Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Unfair,Disagree,Agree,Strongly Disagree,Agree,Somewhat Agree,Neutral,Disagree,Very Unfair,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Very Unfair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree
1107,2379,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Fair,Strongly Agree,Strongly Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Very Fair,Agree,Strongly Disagree,Disagree,Disagree,Neutral,Agree,Agree,Somewhat Unfair,Somewhat Disagree,Disagree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Agree,,Unfair,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Disagree,Neutral,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Very Unfair,Neutral,Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Neutral,Very Unfair,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Unfair,Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Unfair,Agree,Strongly Disagree,Somewhat Agree,Disagree,Disagree,Agree,Agree
1108,2141,30-39,High School,Nonbinary,,50000-75000,false,false,false,true,false,,rec,properties first,Fair,Agree,Agree,Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Agree,Somewhat Agree,Neutral,Unfair,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Neutral,Unfair,Disagree,Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Very Unfair,Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Neutral,Very Unfair,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Somewhat Disagree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Disagree,Somewhat Agree,Neutral,Agree,Agree,Neutral
1109,1116,50-59,Graduate,Male,,>100000,false,false,false,true,false,,rec,fairness first,Fair,Strongly Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Very Fair,Strongly Agree,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Agree,Disagree,Agree,Somewhat Disagree,Agree,Agree,Agree,Somewhat Unfair,Disagree,Agree,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Unfair,Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Unfair,Disagree,Strongly Agree,Agree,Somewhat Disagree,Neutral,Disagree,Disagree,Somewhat Unfair,Agree,Disagree,Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree
1110,2705,18-29,High School,Male,,25000-50000,false,false,true,false,false,,rec,properties first,Very Fair,Strongly Agree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Very Fair,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Fair,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,,Somewhat Disagree,Disagree,Disagree,Fair,Agree,Neutral,,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Fair,Agree,Disagree,Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Fair,Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Unfair,Strongly Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Agree,Unfair,Agree,Agree,Disagree,,Somewhat Agree,Agree,Disagree,Somewhat Fair,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Unfair,Strongly Agree,Strongly Disagree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral
1111,900,18-29,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,rec,properties first,Fair,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Fair,Neutral,Somewhat Disagree,Strongly Disagree,Neutral,Agree,Somewhat Agree,Strongly Agree,Very Unfair,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Neutral,Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Very Unfair,Somewhat Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Disagree,Very Unfair,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Very Unfair,Somewhat Disagree,Agree,Strongly Agree,Disagree,Agree,Agree,Neutral,Very Unfair,Disagree,Somewhat Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree
1112,1731,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,rec,fairness first,Fair,Agree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Fair,Agree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Fair,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Fair,Agree,Disagree,Agree,Neutral,Somewhat Agree,Disagree,Disagree,Somewhat Unfair,Disagree,Agree,Agree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Fair,Disagree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Disagree,Disagree,Unfair,Agree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Unfair,Agree,Agree,Strongly Disagree,Somewhat Disagree,Agree,Agree,Agree,Very Unfair,Disagree,Disagree,Somewhat Disagree,Disagree,Agree,Agree,Somewhat Agree,Unfair,Agree,Disagree,Somewhat Agree,Disagree,Agree,Disagree,Somewhat Agree
1113,1269,40-49,Graduate,Male,,75000-100000,false,false,false,true,false,,rec,fairness first,Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Neutral,Neutral,Very Fair,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Unfair,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Strongly Disagree,Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Very Unfair,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Neutral,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
1114,2037,18-29,Bachelor,Female,,50000-75000,false,false,true,false,false,,rec,fairness first,Very Fair,Agree,Strongly Disagree,Agree,Strongly Agree,Somewhat Disagree,Disagree,Agree,Very Fair,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Somewhat Agree,Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Disagree,Strongly Agree,Neutral,Disagree,Neutral,Somewhat Agree,Unfair,Somewhat Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Unfair,Agree,Disagree,Neutral,Strongly Agree,Disagree,Disagree,Agree,Neutral,Strongly Agree,Strongly Disagree,Agree,Neutral,Neutral,Agree,Agree,Very Unfair,Disagree,Agree,Somewhat Disagree,Neutral,Agree,Disagree,Agree,Somewhat Unfair,Agree,Neutral,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral
1115,2704,18-29,High School,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Unfair,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Unfair,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Unfair,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Unfair,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Unfair,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Unfair,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Unfair,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Unfair,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Very Unfair,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Unfair,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree
1116,1156,18-29,Graduate,Female,,25000-50000,false,false,true,false,false,,rec,fairness first,Somewhat Fair,Somewhat Agree,Agree,Neutral,Agree,Disagree,Somewhat Agree,Neutral,Somewhat Fair,Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Unfair,Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Fair,Neutral,Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Unfair,Agree,Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Very Unfair,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Fair,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Unfair,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Neutral,Fair,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree
1117,2080,18-29,Graduate,Male,,75000-100000,false,true,false,false,false,,rec,fairness first,Very Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Unfair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
1118,2011,60-69,Bachelor,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Very Fair,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Very Fair,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Very Fair,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Fair,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Fair,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Fair,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Very Fair,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Very Fair,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Very Fair,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Unfair,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1119,810,18-29,Bachelor,Female,,50000-75000,false,false,true,false,false,,rec,properties first,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Strongly Disagree,Somewhat Disagree,Neutral,Neutral,Agree,Strongly Agree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Agree,Agree,Very Fair,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Very Unfair,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
1120,825,18-29,High School,Male,,<25000,false,false,false,false,true,,rec,fairness first,Very Fair,Strongly Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Disagree,Strongly Disagree,Very Fair,Strongly Agree,Somewhat Agree,Disagree,Disagree,Agree,Disagree,Disagree,Fair,Agree,Somewhat Agree,Somewhat Agree,Disagree,,Disagree,Strongly Disagree,Unfair,Somewhat Agree,Somewhat Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Fair,Somewhat Agree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Fair,Neutral,Disagree,Agree,Disagree,Somewhat Agree,Disagree,Disagree,Unfair,Somewhat Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Unfair,Somewhat Agree,Agree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Very Unfair,Disagree,Agree,Somewhat Agree,Disagree,Disagree,Neutral,Disagree,Unfair,Agree,Somewhat Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree
1121,1758,18-29,Bachelor,Male,,50000-75000,false,true,false,false,false,,rec,fairness first,Neutral,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Fair,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Unfair,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Fair,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Unfair,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Unfair,Disagree,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Fair,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Agree
1122,2134,40-49,Graduate,,,50000-75000,false,true,false,false,false,,rec,properties first,Fair,Strongly Agree,Disagree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Fair,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Very Unfair,Agree,Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Very Unfair,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
1123,481,50-59,High School,Female,,50000-75000,false,false,false,true,false,,rec,fairness first,Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Disagree,Very Fair,Strongly Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Fair,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Unfair,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Strongly Agree,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Unfair,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Disagree,Unfair,Strongly Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree
1124,506,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Fair,Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Very Fair,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Unfair,Somewhat Agree,Agree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Unfair,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Neutral,Very Unfair,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Neutral,Neutral,Very Unfair,Somewhat Agree,Agree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Very Unfair,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Very Unfair,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral
