Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Accuracy,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Accuracy,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Race,Race Reliability,Race Accuracy,Race Privacy,Race Volitionality,Race Causes Outcome,Race Causes Cycle,Race Causes Disparity,Race Caused by Group,Residence,Residence Reliability,Residence Accuracy,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Hospital Treated,Hospital Treated Reliability,Hospital Treated Accuracy,Hospital Treated Privacy,Hospital Treated Volitionality,Hospital Treated Causes Outcome,Hospital Treated Causes Cycle,Hospital Treated Causes Disparity,Hospital Treated Caused by Group,Admission,Admission Reliability,Admission Accuracy,Admission Privacy,Admission Volitionality,Admission Causes Outcome,Admission Causes Cycle,Admission Causes Disparity,Admission Caused by Group,Number of Discharges,Number of Discharges Reliability,Number of Discharges Accuracy,Number of Discharges Privacy,Number of Discharges Volitionality,Number of Discharges Causes Outcome,Number of Discharges Causes Cycle,Number of Discharges Causes Disparity,Number of Discharges Caused by Group,History of Health,History of Health Reliability,History of Health Accuracy,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
2004,1678,18-29,High School,Female,,75000-100000,false,false,false,true,false,,hos,fairness first,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Very Unfair,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Agree,Agree,Agree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Fair,Strongly Agree,Strongly Agree,Neutral,Agree,,Neutral,Neutral,Neutral,Fair,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral
2005,1217,18-29,Graduate,Male,,<25000,false,true,false,false,false,,hos,fairness first,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Somewhat Fair,Agree,,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Strongly Disagree,Neutral,Very Fair,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Unfair,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Neutral,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,,Neutral,Neutral,Strongly Disagree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
2006,909,30-39,Graduate,Male,,25000-50000,false,false,true,false,false,,hos,properties first,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Fair,Neutral,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Very Fair,Neutral,Agree,Somewhat Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree
2007,1059,30-39,Graduate,Male,,<25000,false,true,false,false,false,,hos,fairness first,Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Neutral,Neutral,Disagree,Somewhat Agree,Fair,Agree,Strongly Agree,Agree,Strongly Agree,,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Disagree,Agree,Fair,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Neutral,Neutral,Disagree,Agree,Fair,Strongly Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Disagree,Agree,Somewhat Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Neutral,Neutral,Disagree,Somewhat Agree,Very Fair,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree
2008,1586,30-39,Bachelor,Female,,25000-50000,false,false,false,false,false,hebrew american,hos,properties first,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
2009,2221,50-59,Bachelor,Male,,50000-75000,false,false,false,true,false,,hos,fairness first,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Very Unfair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral
2010,1391,18-29,Bachelor,Male,,25000-50000,false,false,true,false,false,,hos,fairness first,Fair,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Unfair,Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Fair,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Fair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Fair,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Neutral,Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Very Fair,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral
2011,955,18-29,High School,Male,,25000-50000,false,false,true,false,false,,hos,properties first,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Unfair,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree
2012,1864,18-29,Graduate,Male,,75000-100000,false,true,false,false,false,,hos,fairness first,Fair,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Fair,Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree
2013,380,30-39,High School,Male,,<25000,false,false,false,true,false,,hos,properties first,Neutral,Agree,Agree,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Very Unfair,Neutral,Neutral,Somewhat Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Very Unfair,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral
2014,939,30-39,Bachelor,Male,,50000-75000,false,false,false,false,true,,hos,properties first,Very Fair,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Very Unfair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree
2015,1876,30-39,Bachelor,Female,,25000-50000,false,false,false,false,true,,hos,fairness first,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Very Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,,Agree,Strongly Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Very Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree
2016,999,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,hos,fairness first,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Very Unfair,Neutral,Neutral,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Unfair,Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Neutral,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Disagree,Very Fair,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Neutral,Neutral
2017,2029,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,hos,properties first,Unfair,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Somewhat Agree,Disagree,Somewhat Agree,Strongly Disagree,Unfair,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Unfair,Somewhat Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Disagree,Neutral,Agree,Somewhat Unfair,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Disagree,Somewhat Disagree,Disagree,Fair,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Disagree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Neutral,Somewhat Disagree
2018,423,40-49,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,hos,properties first,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Very Unfair,Agree,Somewhat Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,Very Unfair,Neutral,Somewhat Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Very Unfair,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Neutral,Somewhat Disagree,Agree,Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Unfair,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Agree,Agree,Very Unfair,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree
2019,1925,30-39,Bachelor,Male,,25000-50000,false,false,false,false,false,NATIVE AMERICAN,hos,properties first,Very Fair,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Agree,Agree,Very Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Very Unfair,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Very Unfair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral
2020,1361,18-29,High School,Male,,<25000,false,false,false,true,false,,hos,fairness first,Fair,Strongly Agree,Agree,Agree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Somewhat Agree,Neutral,Neutral,Disagree,,Strongly Agree,Strongly Agree,Very Unfair,Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Unfair,Somewhat Agree,Disagree,Disagree,Agree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Fair,Agree,Agree,Neutral,Neutral,Neutral,,Agree,Agree,Fair,Strongly Agree,Agree,Neutral,Agree,Somewhat Agree,Agree,Neutral,Neutral,Fair,Agree,Agree,Agree,Disagree,Disagree,Somewhat Agree,Neutral,Neutral,Fair,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Somewhat Agree,Neutral,Neutral
2021,1446,18-29,Associate or Diploma,Male,,75000-100000,false,false,false,true,false,,hos,fairness first,Fair,Strongly Agree,Agree,Disagree,Agree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Unfair,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Unfair,Neutral,Somewhat Agree,Neutral,Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Fair,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Agree,Somewhat Disagree
2022,381,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,hos,properties first,Very Fair,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Fair,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Disagree,Disagree,Agree,Agree,Fair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Disagree,Disagree,Fair,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Very Fair,Agree,Agree,Strongly Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Very Fair,Agree,Agree,Strongly Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree
2023,643,40-49,Bachelor,Female,,50000-75000,false,false,false,true,false,,hos,fairness first,Fair,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Strongly Agree,Disagree,,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Unfair,,Neutral,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Strongly Agree,Disagree,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Strongly Agree,Agree,Strongly Disagree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Very Fair,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
2024,811,30-39,Bachelor,Female,,50000-75000,false,false,false,true,false,,hos,properties first,Somewhat Fair,Strongly Agree,Agree,Disagree,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Disagree,Somewhat Fair,Agree,Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Agree,Agree,Unfair,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Strongly Agree,Agree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Unfair,Strongly Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Agree,Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Agree
2025,268,18-29,Bachelor,Female,,25000-50000,false,false,false,false,true,,hos,fairness first,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree
2026,1530,18-29,High School,Male,,>100000,false,false,false,true,false,,hos,fairness first,Fair,Agree,Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Unfair,Agree,Agree,Agree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Disagree,Very Fair,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Fair,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Somewhat Fair,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Agree,Agree,Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree
2027,2437,40-49,Bachelor,Male,,50000-75000,false,false,false,true,false,,hos,fairness first,Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Very Unfair,Strongly Agree,Neutral,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
