Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Loan Amount,Loan Amount Reliability,Loan Amount Accuracy,Loan Amount Privacy,Loan Amount Volitionality,Loan Amount Causes Outcome,Loan Amount Causes Cycle,Loan Amount Causes Disparity,Loan Amount Caused by Group,Income,Income Reliability,Income Accuracy,Income Privacy,Income Volitionality,Income Causes Outcome,Income Causes Cycle,Income Causes Disparity,Income Caused by Group,Age,Age Reliability,Age Accuracy,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Accuracy,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family,Marital and Family Reliability,Marital and Family Accuracy,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Dependents,Dependents Reliability,Dependents Accuracy,Dependents Privacy,Dependents Volitionality,Dependents Causes Outcome,Dependents Causes Cycle,Dependents Causes Disparity,Dependents Caused by Group,Education,Education Reliability,Education Accuracy,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Employment,Employment Reliability,Employment Accuracy,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit,Credit Reliability,Credit Accuracy,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Property,Property Reliability,Property Accuracy,Property Privacy,Property Volitionality,Property Causes Outcome,Property Causes Cycle,Property Causes Disparity,Property Caused by Group
2105,580,30-39,Bachelor,Male,,50000-75000,false,false,true,false,false,,loan,properties first,Fair,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Strongly Agree,Neutral,Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Disagree,Fair,Agree,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Disagree,Very Fair,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Very Fair,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Disagree,Disagree,Somewhat Disagree,Fair,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree
2106,2567,18-29,Bachelor,Male,,>100000,false,true,false,false,false,,loan,properties first,Very Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Very Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,,Somewhat Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Very Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree
2107,1027,50-59,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Somewhat Fair,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Unfair,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Disagree,Disagree,Agree,Neutral,Strongly Disagree,Agree,Agree,Neutral,Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Very Unfair,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Disagree,Agree,Agree,Agree,Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Fair,Agree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree
2108,768,30-39,Bachelor,Male,,25000-50000,false,false,true,false,false,,loan,fairness first,Very Fair,Strongly Agree,Agree,Strongly Disagree,Agree,Neutral,Neutral,Somewhat Disagree,Disagree,Very Fair,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Disagree,Fair,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Neutral,Disagree,Disagree,Very Fair,Strongly Agree,Neutral,Strongly Disagree,Somewhat Disagree,Disagree,Neutral,Disagree,Disagree,Somewhat Fair,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Neutral,Disagree,Disagree,Very Fair,Strongly Agree,Agree,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Disagree,Disagree,Very Fair,Strongly Agree,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Disagree,Very Fair,Strongly Agree,Agree,Disagree,Disagree,Agree,Neutral,Strongly Disagree,Disagree,Very Fair,Strongly Agree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree
2109,849,18-29,High School,Male,,25000-50000,false,false,false,true,false,,loan,fairness first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Strongly Agree,Disagree,Neutral,Agree,Somewhat Agree,Disagree,Disagree,Unfair,Strongly Agree,Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Agree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Disagree,Somewhat Disagree,Agree,Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Unfair,Agree,Disagree,Somewhat Disagree,Agree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Somewhat Fair,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Agree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Disagree,Disagree
2110,1217,18-29,Bachelor,Female,,<25000,false,true,false,false,false,,loan,fairness first,Neutral,Neutral,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Fair,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
2111,2691,18-29,Bachelor,Male,,75000-100000,false,true,false,false,false,,loan,properties first,Very Fair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Unfair,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Unfair,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Unfair,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Unfair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Very Unfair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Unfair,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree
2112,1799,30-39,High School,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Unfair,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Agree,Very Unfair,Somewhat Agree,Disagree,Neutral,Somewhat Disagree,Strongly Disagree,Neutral,Agree,Agree,Very Unfair,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Unfair,Neutral,Neutral,Somewhat Agree,Disagree,Neutral,Neutral,Agree,Somewhat Agree,Unfair,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Agree,Agree
2113,963,40-49,High School,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Very Fair,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Very Fair,Somewhat Disagree,Agree,Disagree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Agree,Unfair,Somewhat Agree,Disagree,Somewhat Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Somewhat Agree,Disagree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Very Fair,Strongly Agree,Agree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Agree
2114,533,40-49,Bachelor,Male,,50000-75000,false,false,true,false,false,,loan,properties first,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Fair,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Unfair,Agree,Agree,Neutral,Agree,Agree,Somewhat Agree,Agree,Agree,Very Unfair,Somewhat Disagree,Somewhat Disagree,,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Very Unfair,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Very Unfair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Fair,Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Unfair,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Unfair,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree
2115,818,40-49,Bachelor,Female,,50000-75000,false,false,false,true,false,,loan,properties first,Fair,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Very Fair,Somewhat Agree,Strongly Agree,Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Unfair,Agree,Agree,Disagree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Agree,Disagree,Unfair,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Agree,Neutral,Fair,Agree,Somewhat Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Fair,Agree,Agree,Disagree,Somewhat Disagree,Neutral,Disagree,Disagree,Disagree,Somewhat Fair,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Very Fair,Agree,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Very Fair,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree
2116,2806,18-29,Associate or Diploma,Nonbinary,,<25000,false,false,false,true,true,,loan,properties first,Fair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2117,437,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,fairness first,,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Unfair,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Neutral,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Very Unfair,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Very Unfair,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Unfair,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Very Unfair,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Unfair,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Unfair,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree
2118,886,40-49,Graduate,Female,,50000-75000,false,true,false,false,false,,loan,properties first,Very Fair,Strongly Agree,Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Unfair,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Very Fair,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Neutral,Neutral
2119,3539,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,fairness first,Fair,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Fair,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Fair,Agree,,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Very Fair,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Very Fair,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree
2120,1192,50-59,Bachelor,Female,,50000-75000,false,true,false,false,false,,loan,fairness first,Very Fair,Agree,Agree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Very Fair,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Disagree,Disagree,Somewhat Fair,Agree,Agree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Very Unfair,Agree,Agree,Agree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Disagree,Disagree,Somewhat Unfair,Agree,Neutral,Agree,Agree,,Somewhat Agree,Disagree,Disagree,Somewhat Unfair,Agree,Agree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Very Fair,Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Fair,Agree,Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Very Fair,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree
2121,2585,30-39,Bachelor,Female,,75000-100000,false,true,false,false,false,,loan,properties first,Very Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Fair,Agree,Strongly Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Very Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
2122,1307,18-29,High School,Male,,25000-50000,false,false,false,true,false,,loan,fairness first,Fair,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Very Unfair,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Very Unfair,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Disagree,Disagree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Somewhat Unfair,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral
2123,1846,30-39,Graduate,Female,,50000-75000,false,true,false,false,false,,loan,properties first,Fair,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Agree,Somewhat Agree,Strongly Agree,Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Agree,Disagree,Neutral,Somewhat Agree,Neutral,Fair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Fair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral
2124,2129,18-29,Graduate,Male,,25000-50000,false,false,false,true,false,,loan,properties first,Very Fair,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Very Fair,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Very Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Fair,Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Strongly Agree
