Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Education,Education Reliability,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Work History,Work History Reliability,Work History Privacy,Work History Volitionality,Work History Causes Outcome,Work History Causes Cycle,Work History Causes Disparity,Work History Caused by Group,Skills,Skills Reliability,Skills Privacy,Skills Volitionality,Skills Causes Outcome,Skills Causes Cycle,Skills Causes Disparity,Skills Caused by Group,Disability,Disability Reliability,Disability Privacy,Disability Volitionality,Disability Causes Outcome,Disability Causes Cycle,Disability Causes Disparity,Disability Caused by Group,Time Unemployed,Time Unemployed Reliability,Time Unemployed Privacy,Time Unemployed Volitionality,Time Unemployed Causes Outcome,Time Unemployed Causes Cycle,Time Unemployed Causes Disparity,Time Unemployed Caused by Group,Residence,Residence Reliability,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Reason,Reason Reliability,Reason Privacy,Reason Volitionality,Reason Causes Outcome,Reason Causes Cycle,Reason Causes Disparity,Reason Caused by Group,Initiative,Initiative Reliability,Initiative Privacy,Initiative Volitionality,Initiative Causes Outcome,Initiative Causes Cycle,Initiative Causes Disparity,Initiative Caused by Group
1203,2829,30-39,Bachelor,Male,,<25000,false,false,false,false,true,,unem,fairness first,Somewhat Unfair,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Unfair,Agree,Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Neutral,Somewhat Agree,Fair,Agree,Somewhat Disagree,Agree,Neutral,Disagree,Disagree,Somewhat Agree,Neutral,Agree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Fair,Agree,Agree,Disagree,Strongly Agree,Somewhat Disagree,Neutral,Disagree,Fair,Agree,Disagree,Agree,Agree,Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Neutral,Agree,Agree,Somewhat Agree,Agree,Fair,Disagree,Neutral,Agree,Agree,Somewhat Agree,Disagree,Disagree,Fair,Somewhat Disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Neutral
1204,594,18-29,High School,Male,,<25000,false,false,false,false,true,,unem,properties first,Fair,Agree,Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Very Unfair,Agree,Strongly Disagree,Somewhat Disagree,Disagree,Disagree,Neutral,Disagree,Fair,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Unfair,Somewhat Agree,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Very Fair,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Fair,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Neutral,Neutral,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Very Unfair,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Strongly Disagree
1205,2524,18-29,Associate or Diploma,Female,,25000-50000,false,false,true,false,false,,unem,fairness first,Somewhat Unfair,Neutral,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Fair,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,,Neutral,Somewhat Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Agree,Somewhat Agree,Agree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Unfair,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Fair,Neutral,Somewhat Agree,Agree,Neutral,Strongly Agree,Neutral,Somewhat Agree
1206,1759,18-29,Bachelor,Female,,<25000,false,false,false,false,true,WHITE,unem,fairness first,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Very Unfair,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Agree,Neutral,Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Unfair,Disagree,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Unfair,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral
1207,1625,40-49,High School,Female,,<25000,false,false,false,true,false,,unem,properties first,Very Unfair,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Very Unfair,Strongly Agree,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Very Unfair,Agree,Somewhat Disagree,Agree,Agree,Agree,Somewhat Agree,Disagree,Somewhat Fair,Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Unfair,Strongly Agree,Somewhat Agree,Agree,Neutral,Neutral,Disagree,Disagree,Fair,Strongly Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Disagree,Somewhat Disagree,Very Unfair,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Disagree,Somewhat Disagree
1208,1345,60-69,High School,Female,,25000-50000,false,false,false,true,false,,unem,fairness first,Very Unfair,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Very Unfair,Somewhat Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Very Unfair,Agree,Neutral,Disagree,Agree,Agree,Neutral,Agree,Somewhat Fair,Agree,Somewhat Disagree,Disagree,Agree,Agree,Agree,Agree,Unfair,Somewhat Disagree,Disagree,Disagree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Very Fair,Agree,Strongly Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Very Unfair,Agree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Disagree,Neutral,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree
1209,795,50-59,Bachelor,Female,,50000-75000,false,false,false,true,false,,unem,fairness first,Somewhat Unfair,Agree,Agree,Strongly Disagree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Very Fair,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Strongly Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Fair,Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Fair,Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree
1210,383,30-39,Graduate,Male,,50000-75000,false,false,false,true,false,,unem,fairness first,Very Unfair,Agree,Somewhat Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Very Fair,Agree,Somewhat Disagree,Agree,Agree,Agree,Disagree,Disagree,Very Fair,Agree,Neutral,Somewhat Agree,Agree,Agree,Disagree,Disagree,Very Fair,Agree,Disagree,,Disagree,Disagree,Neutral,Disagree,Unfair,Somewhat Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Fair,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Disagree,Disagree,Fair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree
1211,677,30-39,Bachelor,Male,,25000-50000,false,false,true,false,false,,unem,properties first,Somewhat Fair,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Fair,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Neutral,Somewhat Agree,Very Fair,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Unfair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Disagree,Strongly Agree,Agree,Somewhat Disagree,Agree,Strongly Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree
1212,1534,40-49,High School,Male,,25000-50000,false,false,false,true,false,,unem,properties first,Somewhat Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Agree,Disagree,Agree,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Fair,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Disagree,Somewhat Fair,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Fair,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Strongly Agree,Agree,Disagree,Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Unfair,Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Disagree,Neutral,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree
1213,3547,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,unem,properties first,Very Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Very Fair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Unfair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree
1214,1839,18-29,Associate or Diploma,Male,,50000-75000,false,false,false,true,false,,unem,properties first,Somewhat Fair,Agree,Disagree,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Unfair,Agree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Neutral,Unfair,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Unfair,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Agree,Somewhat Disagree,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Agree,Unfair,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Fair,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Fair,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Disagree,Neutral
1215,455,50-59,Bachelor,Female,,50000-75000,false,false,false,true,false,,unem,properties first,Somewhat Unfair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Very Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Very Fair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Fair,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Very Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Very Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree
1216,1158,30-39,High School,Female,,25000-50000,false,false,false,true,false,,unem,properties first,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1217,2069,18-29,Bachelor,Male,,25000-50000,false,false,false,false,true,,unem,properties first,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Fair,Strongly Agree,Somewhat Agree,Agree,,Neutral,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Unfair,Somewhat Agree,Neutral,Agree,Agree,Somewhat Agree,Neutral,Neutral,Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Agree,Neutral,Neutral,Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral
1218,1428,18-29,Bachelor,Female,,25000-50000,false,false,false,true,false,,unem,properties first,Somewhat Unfair,Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Unfair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Somewhat Fair,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree
1219,1267,18-29,High School,Female,,25000-50000,false,false,false,true,false,,unem,fairness first,Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Very Unfair,Somewhat Disagree,Somewhat Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Very Fair,Somewhat Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Neutral,Neutral,Very Fair,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Unfair,Strongly Disagree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Fair,Disagree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Very Fair,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Neutral,Somewhat Agree
1220,1969,40-49,Bachelor,Male,,25000-50000,false,false,false,true,false,,unem,properties first,Somewhat Fair,Neutral,Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Fair,Neutral,Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Neutral,Fair,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Fair,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Very Fair,Somewhat Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Unfair,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Unfair,Somewhat Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Somewhat Fair,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree
1221,2733,30-39,Bachelor,Male,,25000-50000,false,false,false,false,true,,unem,fairness first,Very Unfair,Agree,Strongly Agree,Strongly Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Very Unfair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Somewhat Agree,Very Fair,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Fair,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Very Fair,Agree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Disagree,Disagree,Very Fair,Agree,Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Disagree
1222,2127,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,unem,properties first,Neutral,Agree,Neutral,Somewhat Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,,Neutral,Strongly Agree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Agree,Somewhat Agree,Strongly Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Agree,Agree,Fair,Neutral,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Neutral,Very Fair,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Fair,Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Strongly Agree
1223,2378,30-39,Bachelor,Male,,75000-100000,false,false,false,true,false,,unem,fairness first,Very Unfair,Agree,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Very Unfair,Somewhat Disagree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Fair,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Very Fair,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Very Fair,Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Somewhat Fair,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Fair,Agree,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Unfair,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree
1224,988,60-69,Bachelor,Female,,>100000,false,false,false,true,false,,unem,fairness first,Very Unfair,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Very Unfair,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Very Unfair,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Very Unfair,Strongly Agree,Strongly Disagree,,Disagree,Neutral,Strongly Agree,Neutral,Very Unfair,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Very Unfair,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Very Unfair,Strongly Disagree,Strongly Agree,,,,,Disagree,Very Unfair,Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Agree
