Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Child Demographics Reliability,Child Demographics Relevance,Child Demographics Privacy,Child Demographics Volitionality,Child Demographics Causes Outcome,Child Demographics Causes Cycle,Child Demographics Causes Disparity,Child Demographics Caused by Group,Child CPS Reliability,Child CPS Relevance,Child CPS Privacy,Child CPS Volitionality,Child CPS Causes Outcome,Child CPS Causes Cycle,Child CPS Causes Disparity,Child CPS Caused by Group,Child Justice Reliability,Child Justice Relevance,Child Justice Privacy,Child Justice Volitionality,Child Justice Causes Outcome,Child Justice Causes Cycle,Child Justice Causes Disparity,Child Justice Caused by Group,Child Welfare Reliability,Child Welfare Relevance,Child Welfare Privacy,Child Welfare Volitionality,Child Welfare Causes Outcome,Child Welfare Causes Cycle,Child Welfare Causes Disparity,Child Welfare Caused by Group,Parent Demographics Reliability,Parent Demographics Relevance,Parent Demographics Privacy,Parent Demographics Volitionality,Parent Demographics Causes Outcome,Parent Demographics Causes Cycle,Parent Demographics Causes Disparity,Parent Demographics Caused by Group,Parent Welfare Reliability,Parent Welfare Relevance,Parent Welfare Privacy,Parent Welfare Volitionality,Parent Welfare Causes Outcome,Parent Welfare Causes Cycle,Parent Welfare Causes Disparity,Parent Welfare Caused by Group,Perp Demographics Reliability,Perp Demographics Relevance,Perp Demographics Privacy,Perp Demographics Volitionality,Perp Demographics Causes Outcome,Perp Demographics Causes Cycle,Perp Demographics Causes Disparity,Perp Demographics Caused by Group,Perp Welfare Reliability,Perp Welfare Relevance,Perp Welfare Privacy,Perp Welfare Volitionality,Perp Welfare Causes Outcome,Perp Welfare Causes Cycle,Perp Welfare Causes Disparity,Perp Welfare Caused by Group,All CPS Reliability,All CPS Relevance,All CPS Privacy,All CPS Volitionality,All CPS Causes Outcome,All CPS Causes Cycle,All CPS Causes Disparity,All CPS Caused by Group,All Health Reliability,All Health Relevance,All Health Privacy,All Health Volitionality,All Health Causes Outcome,All Health Causes Cycle,All Health Causes Disparity,All Health Caused by Group
1302,501,30-39,Bachelor,Male,,25000-50000,false,false,false,true,false,,cps,properties first,Agree,,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,,Neutral,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Agree,,Neutral,Disagree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,,Neutral,Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Strongly Agree,,Neutral,Disagree,Neutral,Agree,Strongly Agree,Agree,Agree,,Neutral,Disagree,Somewhat Agree,Agree,Neutral,Neutral,Strongly Agree,,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Agree,,Neutral,Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,,Neutral,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,,Neutral,Disagree,Agree,Somewhat Agree,Neutral,Neutral
1303,3596,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,fairness first,Somewhat Agree,,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,,Agree,Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree
1304,2891,50-59,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,cps,fairness first,Agree,,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,,Somewhat Disagree,Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,,Somewhat Disagree,Disagree,Agree,Neutral,Disagree,Somewhat Agree,Agree,,Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,,Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,Somewhat Disagree,Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree
1305,1814,30-39,Bachelor,Female,,50000-75000,false,false,false,true,false,,cps,properties first,Agree,,Somewhat Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Somewhat Disagree,Agree,Disagree,Somewhat Agree,Agree,Agree,Agree,,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Disagree,Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Somewhat Disagree,Somewhat Disagree,Agree,Neutral,Neutral,Neutral,Agree,,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Neutral,Agree,,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Strongly Agree
1306,1258,18-29,High School,Male,,<25000,false,false,false,true,false,,cps,fairness first,Agree,,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Strongly Agree,,Neutral,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,,Somewhat Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,Neutral,Agree,Disagree,Disagree,Neutral,Somewhat Disagree,Agree,,Disagree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,,Strongly Disagree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Agree,,Disagree,Agree,Somewhat Disagree,Agree,Agree,Agree,Somewhat Disagree,,Strongly Disagree,Agree,Agree,Disagree,Disagree,Disagree,Somewhat Disagree,,Disagree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,,Strongly Disagree,Agree,Agree,Disagree,Neutral,Neutral
1307,1037,60-69,High School,Male,,<25000,false,false,false,true,false,,cps,fairness first,Agree,,Somewhat Agree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,,Agree,Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Agree,,Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Disagree,Neutral,Agree,,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Agree,,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Agree,,Neutral,Disagree,Agree,Neutral,Somewhat Agree,Disagree,Somewhat Agree,,Neutral,Disagree,Agree,Agree,Neutral,Somewhat Agree
1308,2529,30-39,Associate or Diploma,Female,,25000-50000,false,false,false,false,true,,cps,fairness first,Disagree,,Strongly Agree,Neutral,Agree,Agree,Agree,,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,,Agree,Neutral,Agree,Agree,Agree,Agree,Somewhat Agree,,Disagree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,Agree,Disagree,Agree,Agree,Agree,Agree,Somewhat Agree,,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree
1309,909,40-49,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,cps,fairness first,Agree,,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Agree,,Strongly Agree,Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,,Strongly Agree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,,Agree,,Somewhat Agree,Disagree,Strongly Disagree,Neutral,Agree,Disagree,Somewhat Agree,,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Agree,,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,,Agree,Disagree,Agree,Somewhat Disagree,Disagree,Disagree,Agree,,Agree,Somewhat Disagree,Strongly Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Disagree,Disagree
1310,3297,30-39,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,cps,properties first,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,,Agree,,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Agree,Somewhat Agree,Somewhat Agree,,,Somewhat Agree
1311,676,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,cps,properties first,Agree,,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,,Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,,Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Agree,Disagree,Disagree,Somewhat Agree,Agree,,Agree,Somewhat Agree,Agree,Disagree,Disagree,Somewhat Agree,Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree
1312,2183,30-39,Graduate,Male,,75000-100000,false,false,false,true,false,,cps,properties first,Somewhat Agree,,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,,Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,,Agree,Strongly Agree,,Agree,Agree,Strongly Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,,,Neutral,Somewhat Agree,,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree
1313,1188,18-29,Bachelor,Female,,25000-50000,false,false,false,true,false,,cps,properties first,Somewhat Agree,,Strongly Agree,Strongly Disagree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,,Somewhat Disagree,Somewhat Disagree,Agree,Disagree,Disagree,Somewhat Agree,Strongly Disagree,,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,,Strongly Agree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,,Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,,Strongly Agree,Somewhat Disagree,Strongly Agree,,Strongly Agree,Strongly Agree,Somewhat Disagree,,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,,Disagree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Disagree,,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Agree
1314,2756,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,cps,properties first,Strongly Agree,,Agree,Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Agree,,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Agree,Agree,,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Agree,Strongly Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Agree,Strongly Agree,,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree
1315,556,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,cps,properties first,Agree,,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,,Strongly Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Agree,Somewhat Agree,,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,,Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree
1316,1700,30-39,Graduate,Female,,50000-75000,false,false,false,true,false,,cps,fairness first,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree
1317,1446,40-49,Bachelor,Female,,<25000,false,true,false,false,false,,cps,properties first,Agree,,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,,Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,,Disagree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Agree,,Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,,Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral
1318,1682,30-39,Bachelor,Female,,>100000,false,false,false,true,false,,cps,properties first,Strongly Agree,,Disagree,Somewhat Disagree,Disagree,Agree,Strongly Agree,Disagree,Somewhat Agree,,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,,Agree,Somewhat Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,,Disagree,Somewhat Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,,Agree,Disagree,Disagree,Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,,Disagree,Somewhat Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,,Agree,Somewhat Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree
1319,746,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,cps,properties first,Somewhat Disagree,,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,,Strongly Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree
1320,2484,30-39,High School,Male,,50000-75000,false,false,false,true,false,,cps,properties first,Somewhat Agree,,Strongly Agree,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Neutral,Strongly Agree,,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Agree,Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,,Agree,Somewhat Agree,Neutral,Agree,Agree,Agree,Somewhat Agree,,Agree,Disagree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,,Strongly Agree,Somewhat Disagree,Agree,Strongly Agree,Agree,Somewhat Agree
1321,1034,18-29,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,cps,properties first,Somewhat Agree,,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Strongly Agree,,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,,Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,,Agree,Agree,Strongly Agree,Agree,Neutral,Somewhat Disagree
1322,1375,18-29,High School,Female,,25000-50000,false,false,false,true,false,,cps,properties first,Strongly Agree,,Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Agree,Neutral,Strongly Agree,,Somewhat Agree,Strongly Disagree,Agree,Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,,Strongly Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Agree,Neutral,,Agree,Strongly Disagree,Strongly Agree,Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,,Disagree,,Somewhat Disagree,Agree,Agree,Somewhat Agree,Disagree,,Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Agree,,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Agree,Somewhat Agree,,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Agree,Strongly Disagree,,Strongly Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,,Strongly Agree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree
1323,1500,30-39,Bachelor,Female,,75000-100000,false,false,false,true,false,,cps,properties first,Strongly Agree,,Strongly Agree,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Strongly Agree,,Strongly Agree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Strongly Agree,,Strongly Agree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Strongly Agree,,Strongly Agree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Agree,,Strongly Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Strongly Agree,,Strongly Agree,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Somewhat Agree,Strongly Agree,,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Somewhat Agree,Strongly Agree,,Strongly Agree,Neutral,Agree,Neutral,Neutral,Somewhat Agree
1324,1440,40-49,Bachelor,Male,,75000-100000,false,false,false,true,false,,cps,properties first,Strongly Agree,,Somewhat Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree
1325,2796,30-39,Bachelor,Male,,25000-50000,false,false,false,false,true,,cps,properties first,Strongly Agree,,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,,Somewhat Agree,Strongly Disagree,Strongly Agree,Agree,Somewhat Disagree,Disagree,Agree,,Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Disagree,,Agree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Disagree,Disagree,Neutral,Disagree,Strongly Agree,Disagree,Strongly Agree,,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Disagree
