Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Loan Amount,Income,Age,Gender,Marital and Family,Dependents,Education,Employment,Credit,Property
1539,2143,30-39,Graduate,Male,,>100000,false,false,false,true,false,,loan,properties first,Somewhat Fair,Fair,Somewhat Fair,Somewhat Unfair,Neutral,Somewhat Fair,Somewhat Fair,Fair,Very Fair,Neutral
1540,2826,40-49,High School,Male,,<25000,false,false,false,true,false,,loan,properties first,Very Fair,Fair,Neutral,Unfair,Somewhat Unfair,Neutral,Somewhat Fair,Very Fair,Fair,Fair
1541,891,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,fairness first,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Fair,Very Fair
1542,2756,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,loan,properties first,Somewhat Unfair,Somewhat Unfair,Neutral,Neutral,Somewhat Fair,Neutral,Fair,Neutral,Fair,Fair
1543,861,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,loan,properties first,Fair,Fair,Very Fair,Fair,Fair,Fair,Very Fair,Fair,Very Fair,Fair
1544,2736,18-29,Bachelor,Male,,<25000,false,false,false,true,false,,loan,properties first,Fair,Fair,Very Unfair,Very Unfair,Unfair,Neutral,Unfair,Somewhat Fair,Very Fair,Fair
1545,1444,18-29,Graduate,Male,,>100000,false,true,false,false,false,,loan,fairness first,Fair,Fair,Somewhat Fair,Unfair,Unfair,Somewhat Fair,Neutral,Somewhat Fair,Fair,Fair
1546,1047,30-39,Graduate,Female,,<25000,false,false,false,false,false,INDIAN,loan,properties first,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair
1547,3215,30-39,Bachelor,Female,,50000-75000,false,true,false,false,false,,loan,fairness first,Somewhat Fair,Somewhat Fair,Unfair,Somewhat Unfair,,Very Unfair,Fair,Very Unfair,Fair,Fair
1548,1373,40-49,High School,Female,,<25000,false,false,false,true,false,,loan,properties first,Very Fair,Very Fair,Fair,Very Unfair,Unfair,Somewhat Fair,Neutral,Fair,Somewhat Fair,Fair
1549,321,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,loan,properties first,,Somewhat Fair,Neutral,Somewhat Fair,Fair,Somewhat Fair,,Fair,Fair,Fair
1550,2269,30-39,Bachelor,Female,,<25000,false,true,false,false,false,,loan,properties first,Very Fair,Fair,Neutral,Fair,Fair,Somewhat Fair,Somewhat Unfair,Neutral,Fair,Neutral
1551,1698,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,loan,properties first,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Fair,Very Fair,Very Fair,Fair,Fair
1552,960,50-59,High School,Female,,25000-50000,false,false,false,true,false,,loan,fairness first,Fair,Very Fair,Unfair,Very Unfair,Very Unfair,Very Unfair,Unfair,Very Fair,Fair,Fair
1553,1598,40-49,High School,Female,,25000-50000,false,false,true,false,false,,loan,properties first,Fair,Fair,Neutral,Unfair,Unfair,Neutral,Neutral,Fair,Fair,Neutral
1554,1271,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,properties first,Fair,Fair,Neutral,Very Unfair,Very Unfair,Somewhat Fair,Very Unfair,Very Fair,Fair,Fair
1555,905,50-59,Bachelor,Male,,>100000,false,false,false,true,false,,loan,properties first,Very Fair,Fair,Somewhat Unfair,Unfair,Unfair,Unfair,Somewhat Unfair,Fair,Fair,Somewhat Fair
1556,811,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,loan,fairness first,Very Fair,Very Fair,Fair,Unfair,Fair,Very Fair,Fair,Very Fair,Very Fair,Very Fair
