Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Loan Amount Reliability,Loan Amount Relevance,Loan Amount Privacy,Loan Amount Volitionality,Loan Amount Causes Outcome,Loan Amount Causes Cycle,Loan Amount Causes Disparity,Loan Amount Caused by Group,Income Reliability,Income Relevance,Income Privacy,Income Volitionality,Income Causes Outcome,Income Causes Cycle,Income Causes Disparity,Income Caused by Group,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family Reliability,Marital and Family Relevance,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Dependents Reliability,Dependents Relevance,Dependents Privacy,Dependents Volitionality,Dependents Causes Outcome,Dependents Causes Cycle,Dependents Causes Disparity,Dependents Caused by Group,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Employment Reliability,Employment Relevance,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit Reliability,Credit Relevance,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Property Reliability,Property Relevance,Property Privacy,Property Volitionality,Property Causes Outcome,Property Causes Cycle,Property Causes Disparity,Property Caused by Group
2088,2078,30-39,Graduate,Female,,75000-100000,false,false,false,true,false,,loan,properties first,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
2089,2523,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,loan,properties first,Somewhat Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral
2090,2186,30-39,Bachelor,Male,,25000-50000,false,false,true,false,false,,loan,fairness first,Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree
2091,2418,30-39,Bachelor,Male,,50000-75000,false,false,true,false,false,,loan,properties first,Agree,Agree,Disagree,Agree,Somewhat Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Somewhat Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Somewhat Agree,Agree,Disagree,Agree,Somewhat Agree,Disagree,Agree,Neutral,Agree,Agree,Somewhat Disagree,Disagree,Disagree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Somewhat Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Somewhat Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Somewhat Agree,Disagree
2092,1167,30-39,Associate or Diploma,Male,,50000-75000,false,false,true,false,false,,loan,properties first,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Disagree
2093,2271,30-39,Bachelor,Male,,>100000,false,false,false,true,false,,loan,fairness first,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Somewhat Agree,Disagree,Agree,Agree,Disagree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree
2094,502,30-39,Graduate,Female,,50000-75000,false,false,true,false,false,,loan,properties first,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree
2095,839,50-59,High School,Female,,25000-50000,false,false,false,true,false,,loan,fairness first,Agree,Agree,Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Disagree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Disagree,,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Somewhat Agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree
2096,921,30-39,Bachelor,Female,,50000-75000,false,false,false,true,false,,loan,properties first,Agree,Agree,Somewhat Agree,,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Disagree,Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Disagree,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree
2097,505,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,loan,properties first,Neutral,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Agree,Neutral,Neutral,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Disagree
2098,1565,18-29,Graduate,Male,,25000-50000,false,true,false,false,false,,loan,fairness first,Neutral,Somewhat Agree,Neutral,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Strongly Agree,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Neutral,Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Neutral,Agree,Somewhat Disagree,Neutral
2099,1751,18-29,Less than high School,Female,,25000-50000,false,false,false,true,false,,loan,fairness first,Somewhat Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Disagree,Somewhat Agree,Agree,Disagree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Strongly Agree,Disagree,Neutral,Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Neutral,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral
2100,1909,30-39,Graduate,Male,,50000-75000,false,false,false,true,false,,loan,fairness first,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Disagree,Neutral,Disagree,Somewhat Disagree,Neutral,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Disagree,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree
2101,1306,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Neutral,Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral
2102,716,40-49,Bachelor,Female,,<25000,false,false,false,true,false,,loan,properties first,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral
2103,888,18-29,High School,Male,,>100000,false,false,false,false,true,,loan,properties first,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Strongly Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree
2104,970,40-49,Graduate,Male,,75000-100000,false,false,false,true,false,,loan,fairness first,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Agree,Agree,Neutral,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree
2105,580,30-39,Bachelor,Male,,50000-75000,false,false,true,false,false,,loan,properties first,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Strongly Agree,Neutral,Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree
2106,2567,18-29,Bachelor,Male,,>100000,false,true,false,false,false,,loan,properties first,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree
2107,1027,50-59,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Disagree,Agree,Neutral,Strongly Disagree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Disagree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree
2108,768,30-39,Bachelor,Male,,25000-50000,false,false,true,false,false,,loan,fairness first,Strongly Agree,Agree,Strongly Disagree,Agree,Neutral,Neutral,Somewhat Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Disagree,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Neutral,Disagree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Somewhat Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Neutral,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Agree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree
2109,849,18-29,High School,Male,,25000-50000,false,false,false,true,false,,loan,fairness first,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Neutral,Agree,Somewhat Agree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Somewhat Disagree,Agree,Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree,Somewhat Disagree,Agree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Disagree,Disagree
